Title,Year,Genre,Director,Lead_Actor,Budget_INR,BoxOffice_INR,IMDb_Rating,TMDB_Rating,BoxOfficeMojo_Score,Duration_Minutes,Language,Production_House,Release_Month,Certification
RRR,2023,Comedy,Shoojit Sircar,Hrithik Roshan,14000000,60271445.47,8.7,8.1,30.29,157,Hindi,Production House 72,January,U
PK,1997,Drama,Sanjay Leela Bhansali,Vicky Kaushal,115000000,252655987.8,2.5,2.2,63.82,132,Hindi,Production House 140,May,A
Singham,1989,Drama,Lokesh Kanagaraj,Hrithik Roshan,41000000,140199752.9,1.8,4.6,59.21,95,Tamil,Production House 308,June,U
Bajrangi Bhaijaan,2014,Drama,S. S. Rajamouli,Aamir Khan,85000000,120325750.1,1.4,1.7,24.17,172,Hindi,Production House 351,March,A
Kantara,2014,Sci-Fi,Sanjay Leela Bhansali,Amitabh Bachchan,100000000,90802776.14,1.3,7.7,66.16,140,Hindi,Production House 482,November,U/A
Queen,2019,Thriller,Shoojit Sircar,Pankaj Tripathi,59000000,40214310.89,8.6,2.7,83.02,142,Hindi,Production House 356,October,A
Gully Boy,2002,Adventure,Vetrimaaran,Shah Rukh Khan,136000000,322375007.6,7.5,8.2,68.72,100,Tamil,Production House 469,December,A
Bajrangi Bhaijaan,2004,Romance,Karan Johar,Vicky Kaushal,132000000,163136060.5,2.8,1.7,72.79,139,Hindi,Production House 388,September,U
ZNMD,1980,Action,Vetrimaaran,Prabhas,67000000,333034277.4,9.3,6.2,30.76,106,Tamil,Production House 395,October,U/A
ZNMD,1997,Thriller,Karan Johar,Sushant Singh Rajput,16000000,65483603.97,2.2,6.5,52.92,135,Hindi,Production House 184,October,A
DDLJ,1994,Thriller,Sanjay Leela Bhansali,Vicky Kaushal,150000000,543026877.4,4.4,4,4.27,171,Hindi,Production House 234,September,A
Kantara,2004,Adventure,Vetrimaaran,Prabhas,12000000,49379197.24,5.1,2.5,35.91,135,Tamil,Production House 485,June,A
Chak De India,2011,Adventure,Anurag Kashyap,Nawazuddin Siddiqui,36000000,60565055.89,1.7,3.9,81.57,166,Hindi,Production House 233,May,U
Tanu Weds Manu,1999,Horror,Imtiaz Ali,Kartik Aaryan,53000000,236204459.9,4.1,5.5,79.01,130,Hindi,Production House 7,February,A
Gully Boy,1996,Sci-Fi,Mani Ratnam,Rajkummar Rao,108000000,537879288,1.9,9.7,94.08,140,Hindi,Production House 311,June,U/A
Lagaan,1990,Comedy,Meghna Gulzar,Sushant Singh Rajput,195000000,351847296.6,8.1,5,96.88,100,Hindi,Production House 126,May,U/A
Singham,1992,Action,Neeraj Pandey,Pankaj Tripathi,191000000,941805546.7,1.4,2.7,97.27,140,Hindi,Production House 76,December,U/A
Gully Boy,2004,Drama,Neeraj Pandey,Irrfan Khan,91000000,176702385.7,1.2,1.2,15.74,116,Hindi,Production House 447,March,A
Bajrangi Bhaijaan,1999,Thriller,Shoojit Sircar,Allu Arjun,199000000,109998051.9,7.6,1.1,12.06,138,Hindi,Production House 389,December,A
Barfi,2004,Action,Anurag Kashyap,Aamir Khan,103000000,221703715.8,8,4.8,87.51,105,Hindi,Production House 387,November,U/A
Chak De India,2021,Comedy,Karan Johar,Amitabh Bachchan,171000000,853087793.2,5.5,3.7,38.31,139,Hindi,Production House 480,October,U/A
Baahubali,2024,Romance,Karan Johar,Allu Arjun,54000000,181341754.9,3.9,2,35.72,104,Hindi,Production House 232,March,U/A
3 Idiots,2010,Action,Lokesh Kanagaraj,Hrithik Roshan,158000000,573480972.3,3.1,2.5,53.37,143,Hindi,Production House 244,January,U/A
Padmaavat,1980,Sci-Fi,Anurag Kashyap,Ajay Devgn,155000000,243747138.6,2.1,4.1,45.14,103,Hindi,Production House 320,September,A
Pushpa,1995,Sci-Fi,Imtiaz Ali,Sushant Singh Rajput,100000000,115664042.9,5.4,7.2,22.3,168,Hindi,Production House 483,April,U
War,2007,Drama,Sanjay Leela Bhansali,Shah Rukh Khan,67000000,300481396.9,5.4,6.5,84.46,171,Hindi,Production House 484,September,A
Padmaavat,2000,Sci-Fi,Imtiaz Ali,Akshay Kumar,198000000,467332454.4,5.1,1.7,90.93,165,Hindi,Production House 396,April,U/A
Sooryavanshi,2009,Thriller,Zoya Akhtar,Vicky Kaushal,171000000,88660786.59,8,2.3,74.75,115,Hindi,Production House 478,May,A
Kahaani,1982,Romance,Zoya Akhtar,Ranbir Kapoor,70000000,127687475.5,1.9,9.2,4.81,129,Hindi,Production House 254,May,U
PK,2013,Adventure,Karan Johar,Kartik Aaryan,107000000,147745010.2,7,1.6,11.79,107,Hindi,Production House 161,April,U/A
Pushpa,1985,Comedy,Meghna Gulzar,Akshay Kumar,50000000,160848757.9,4.6,2.8,34.6,115,Hindi,Production House 424,April,U
Padmaavat,2022,Drama,Zoya Akhtar,Ranveer Singh,147000000,573675476.9,3.2,3.9,55.67,107,Hindi,Production House 425,July,A
Gully Boy,2008,Adventure,Kabir Khan,Rajkummar Rao,20000000,54774864.95,7.1,3.1,60.95,90,Hindi,Production House 131,December,A
Kahaani,1982,Romance,Karan Johar,Ajay Devgn,124000000,165731656.6,2.8,3.6,10,105,Hindi,Production House 154,July,U
Pathaan,2012,Horror,Shoojit Sircar,Ayushmann Khurrana,94000000,71518968.1,3.1,7.5,96.02,110,Hindi,Production House 294,June,U/A
RRR,1990,Horror,Mani Ratnam,Irrfan Khan,76000000,145228629.6,10,1.9,52.96,161,Hindi,Production House 244,March,U/A
Singham,2024,Comedy,Lokesh Kanagaraj,Shah Rukh Khan,20000000,82536702.98,9,4.2,43.17,155,Tamil,Production House 233,June,U/A
Andhadhun,1984,Drama,Rohit Shetty,Pankaj Tripathi,89000000,212515170.8,7.3,6.5,19.11,172,Hindi,Production House 34,September,U
3 Idiots,2011,Sci-Fi,Rohit Shetty,Ranbir Kapoor,43000000,70310588.33,3.8,1.4,95.08,92,Hindi,Production House 195,March,A
RRR,1997,Thriller,Rajkumar Hirani,Aamir Khan,143000000,84836394.28,5.8,1.4,44.74,97,Hindi,Production House 78,November,U/A
PK,1999,Comedy,Shoojit Sircar,Rajkummar Rao,40000000,109291169.4,2.1,5.5,11.78,107,Hindi,Production House 237,July,A
Barfi,2018,Sci-Fi,Rohit Shetty,Amitabh Bachchan,22000000,78797388.71,4,9.1,61.44,179,Hindi,Production House 366,November,A
Sooryavanshi,2019,Romance,Imtiaz Ali,Pankaj Tripathi,155000000,210254800.7,1.6,5,35.02,114,Hindi,Production House 142,May,U
Baahubali,2007,Drama,Rajkumar Hirani,Pankaj Tripathi,81000000,236305332,6.5,4.7,80.8,161,Hindi,Production House 81,July,A
Barfi,1992,Horror,Karan Johar,Allu Arjun,53000000,126846186.3,8.7,1.1,54.55,107,Hindi,Production House 79,November,A
Jawan,2005,Horror,Anurag Kashyap,Kartik Aaryan,174000000,638191030.8,8.3,7.6,10.57,113,Hindi,Production House 396,February,A
Baahubali,1995,Action,Vetrimaaran,Ayushmann Khurrana,107000000,467881260.7,8.7,2.5,75.06,158,Hindi,Production House 295,March,U/A
Pathaan,2004,Drama,Anurag Kashyap,Akshay Kumar,48000000,90322559.02,2.6,7.3,30.47,115,Hindi,Production House 489,February,A
Pathaan,1989,Romance,Karan Johar,Allu Arjun,113000000,516576092.8,6.9,4.1,40.82,163,Hindi,Production House 108,October,U/A
War,2008,Romance,Meghna Gulzar,Vicky Kaushal,133000000,489610651.3,9.6,1.4,77.56,100,Hindi,Production House 350,July,U/A
PK,2017,Action,Karan Johar,Ajay Devgn,11000000,7339722.586,8,4,10.65,93,Hindi,Production House 318,September,U
Article 15,1999,Sci-Fi,Sanjay Leela Bhansali,Pankaj Tripathi,52000000,211150838,1,6.9,97.78,99,Hindi,Production House 177,December,U/A
DDLJ,2005,Romance,Vetrimaaran,Allu Arjun,116000000,316195327.2,8.9,7.9,70.21,101,Telugu,Production House 315,March,U/A
Bajrangi Bhaijaan,2011,Sci-Fi,Anurag Kashyap,Vicky Kaushal,148000000,703676953.9,7.4,6.7,19.26,163,Hindi,Production House 307,November,U
RRR,2018,Sci-Fi,Rohit Shetty,Kartik Aaryan,52000000,101729770.4,2.1,7.4,5.81,101,Hindi,Production House 455,November,A
War,2017,Drama,Neeraj Pandey,Vijay,175000000,553080756.6,3.8,3.1,54.45,94,Hindi,Production House 240,December,A
Gully Boy,2003,Sci-Fi,Rajkumar Hirani,Ranbir Kapoor,55000000,264146180.3,2.1,9.7,37.93,94,Hindi,Production House 291,July,U/A
Swades,2010,Horror,Meghna Gulzar,Ajay Devgn,111000000,190944286.6,7.6,3,2.95,112,Hindi,Production House 179,October,U
Barfi,2019,Comedy,S. S. Rajamouli,Allu Arjun,70000000,183665366.5,1,2.5,60.92,145,Telugu,Production House 499,July,U
RRR,1991,Horror,Lokesh Kanagaraj,Pankaj Tripathi,35000000,136018038.8,5.2,3.2,30.87,177,Hindi,Production House 116,March,U
Queen,2015,Sci-Fi,Vetrimaaran,Rajkummar Rao,43000000,155227595.6,10,9.7,32.2,135,Tamil,Production House 31,November,A
KGF,1989,Adventure,Zoya Akhtar,Irrfan Khan,13000000,55564141.1,8.7,1.6,16.22,91,Hindi,Production House 296,December,U
Singham,1985,Horror,Shoojit Sircar,Pankaj Tripathi,45000000,127758827.6,6.3,8,14.04,163,Hindi,Production House 421,May,U
War,1986,Drama,Meghna Gulzar,Amitabh Bachchan,67000000,129654739.4,7.2,1.9,14.43,90,Hindi,Production House 142,December,U/A
Andhadhun,2010,Sci-Fi,Lokesh Kanagaraj,Allu Arjun,18000000,52341853.4,6.4,8,88.61,102,Tamil,Production House 243,June,U
ZNMD,2006,Adventure,Zoya Akhtar,Vijay,62000000,128638848.8,8.3,3.5,53.31,149,Hindi,Production House 442,December,U
Baahubali,1987,Romance,Meghna Gulzar,Sushant Singh Rajput,92000000,119042242.3,9,7.5,46.94,125,Hindi,Production House 124,May,U/A
Bajrangi Bhaijaan,1982,Action,Neeraj Pandey,Akshay Kumar,101000000,302733729.8,7.9,1.4,70.45,151,Hindi,Production House 28,August,A
Singham,2019,Action,Kabir Khan,Nawazuddin Siddiqui,102000000,73206674.19,2.6,4,31.98,152,Hindi,Production House 245,September,U
War,2000,Thriller,Meghna Gulzar,Rajkummar Rao,196000000,130259417.2,4.4,5.2,82.22,156,Hindi,Production House 12,December,U
Sooryavanshi,1980,Action,Rohit Shetty,Ajay Devgn,160000000,126492948.4,8.1,1.2,19.72,105,Hindi,Production House 361,December,A
Sooryavanshi,2024,Action,Karan Johar,Sushant Singh Rajput,136000000,479638037.8,8.4,2.6,80.27,167,Hindi,Production House 70,June,U/A
Pushpa,1994,Romance,Sanjay Leela Bhansali,Sushant Singh Rajput,166000000,387019177.4,6.7,2.5,5.6,129,Hindi,Production House 324,November,U
ZNMD,1986,Comedy,Rajkumar Hirani,Ranbir Kapoor,136000000,370398491.6,7.4,5.3,15.68,137,Hindi,Production House 97,February,U/A
3 Idiots,1994,Comedy,Anurag Kashyap,Prabhas,74000000,151351821.3,2.6,2.2,89.27,135,Telugu,Production House 56,February,U
KGF,2004,Romance,Lokesh Kanagaraj,Vijay,190000000,311858972,4.4,9.8,10.9,94,Tamil,Production House 5,April,U
Bajrangi Bhaijaan,1982,Action,Lokesh Kanagaraj,Irrfan Khan,90000000,190113590.8,5.8,9,24.56,114,Hindi,Production House 393,October,U/A
Padmaavat,2009,Drama,Zoya Akhtar,Pankaj Tripathi,8000000,10961614.1,9.9,3,4.27,127,Hindi,Production House 62,March,U
Jawan,1993,Horror,Kabir Khan,Allu Arjun,54000000,191938171.7,8.2,3.1,59.87,143,Hindi,Production House 103,July,U
KGF,1983,Sci-Fi,Rajkumar Hirani,Salman Khan,9000000,8620287.528,2.7,9.5,32.77,170,Hindi,Production House 338,December,A
Sholay,2015,Horror,Meghna Gulzar,Aamir Khan,79000000,223258204.3,4.2,3.7,63.35,162,Hindi,Production House 480,December,A
Lagaan,1982,Adventure,Karan Johar,Shah Rukh Khan,49000000,129640352.2,3,4.8,8.58,171,Hindi,Production House 479,April,U
War,1984,Comedy,Rajkumar Hirani,Vicky Kaushal,167000000,310395598.7,2.4,7.3,39.51,165,Hindi,Production House 124,March,U/A
Pathaan,2004,Adventure,Karan Johar,Prabhas,121000000,116196572.6,2.1,4.1,37.17,134,Telugu,Production House 290,February,U
Article 15,2010,Romance,Lokesh Kanagaraj,Pankaj Tripathi,31000000,113618400.6,9.7,9.1,53.68,128,Hindi,Production House 424,April,U
Barfi,1990,Adventure,Mani Ratnam,Nawazuddin Siddiqui,134000000,410432838,9.2,6.3,29.5,117,Tamil,Production House 475,May,A
Article 15,1987,Drama,Zoya Akhtar,Shah Rukh Khan,186000000,770531705.9,5.3,6.1,98.48,142,Hindi,Production House 357,April,U
War,2005,Action,Rohit Shetty,Nawazuddin Siddiqui,122000000,190302514.4,5.9,6,31.6,143,Hindi,Production House 357,October,U/A
Andhadhun,1981,Romance,Rohit Shetty,Pankaj Tripathi,108000000,438700160.1,8.5,2,69.64,109,Hindi,Production House 124,September,A
Padmaavat,2007,Adventure,Karan Johar,Salman Khan,180000000,326476036.4,6.8,8.1,36.63,144,Hindi,Production House 118,January,A
Tanu Weds Manu,1989,Comedy,Karan Johar,Akshay Kumar,53000000,53352889.35,7.6,6.1,53.36,154,Hindi,Production House 295,September,U/A
Swades,2018,Sci-Fi,Sanjay Leela Bhansali,Pankaj Tripathi,114000000,126212056.1,8.1,1.5,22.67,165,Hindi,Production House 108,August,U
Bajrangi Bhaijaan,2016,Drama,Shoojit Sircar,Salman Khan,82000000,122570579.3,5.3,8.7,17.28,111,Hindi,Production House 269,September,U/A
Sooryavanshi,2018,Drama,Kabir Khan,Ayushmann Khurrana,5000000,17854650.16,9.8,7.6,97.24,140,Hindi,Production House 388,November,U/A
RRR,2000,Comedy,Sanjay Leela Bhansali,Vijay,124000000,198130648.2,6.7,3.6,54.09,161,Tamil,Production House 9,March,U
KGF,2007,Drama,Rajkumar Hirani,Amitabh Bachchan,165000000,530874183.8,6.7,3.6,46.08,101,Hindi,Production House 200,September,A
PK,2017,Horror,Vetrimaaran,Hrithik Roshan,39000000,64519747.84,2.3,5.5,64.16,148,Tamil,Production House 238,September,A
Dangal,2012,Sci-Fi,Vetrimaaran,Irrfan Khan,186000000,398692040.5,9.9,1.1,22.35,143,Hindi,Production House 390,February,U/A
Singham,1990,Comedy,Vetrimaaran,Irrfan Khan,60000000,270224740.1,1.6,8.3,82.2,142,Hindi,Production House 289,March,U/A
Article 15,2024,Horror,Imtiaz Ali,Amitabh Bachchan,147000000,404489489,9.9,9.5,24.82,177,Hindi,Production House 454,August,U
Baahubali,2023,Romance,Sanjay Leela Bhansali,Kartik Aaryan,8000000,25609065.54,9.2,5,54.25,127,Hindi,Production House 48,July,U
Singham,1980,Thriller,Rajkumar Hirani,Shah Rukh Khan,114000000,154099013.5,8.7,5.8,12.72,101,Hindi,Production House 337,February,A
Sooryavanshi,2012,Sci-Fi,Vetrimaaran,Pankaj Tripathi,88000000,96076403.65,7.1,8.3,57.46,162,Tamil,Production House 421,October,U
Lagaan,1982,Action,Mani Ratnam,Vicky Kaushal,196000000,462424987.6,6.5,3.5,48.3,175,Tamil,Production House 461,September,U/A
KGF,2005,Romance,Anurag Kashyap,Kartik Aaryan,26000000,113080103.4,10,5.4,28.06,96,Hindi,Production House 150,February,U/A
DDLJ,1994,Horror,Mani Ratnam,Kartik Aaryan,28000000,44356381.28,9.8,2,30.75,157,Tamil,Production House 178,January,U/A
Pathaan,2020,Action,Rajkumar Hirani,Ayushmann Khurrana,179000000,590273272.7,8.3,7.3,0.98,118,Hindi,Production House 275,September,A
Pathaan,1993,Action,Rajkumar Hirani,Hrithik Roshan,79000000,349530205.4,1.8,8.1,2.73,134,Hindi,Production House 284,April,A
Pathaan,2002,Horror,S. S. Rajamouli,Ranveer Singh,114000000,536352547.5,4.3,1.6,60.09,99,Telugu,Production House 375,November,U/A
Gully Boy,1987,Horror,Karan Johar,Kartik Aaryan,138000000,686143756,8.8,8.9,71.84,174,Hindi,Production House 117,June,U
Andhadhun,2015,Sci-Fi,Neeraj Pandey,Vijay,159000000,625395848,7.3,4.4,54.69,93,Hindi,Production House 448,November,A
Singham,1999,Comedy,Meghna Gulzar,Kartik Aaryan,142000000,118931465.3,2.1,9.3,8.19,113,Hindi,Production House 186,May,U/A
ZNMD,1985,Thriller,Karan Johar,Hrithik Roshan,171000000,756090003.8,4.1,9.1,94.09,174,Hindi,Production House 255,April,U
Bajrangi Bhaijaan,2012,Sci-Fi,Kabir Khan,Rajkummar Rao,114000000,511331717,1.2,8.1,71.34,171,Hindi,Production House 363,April,A
Singham,2007,Horror,Karan Johar,Irrfan Khan,94000000,282730641,9,8.5,23.74,115,Hindi,Production House 409,March,U/A
Jawan,2017,Action,Lokesh Kanagaraj,Akshay Kumar,41000000,32941141.43,7.7,3.6,67.15,145,Tamil,Production House 108,April,A
Pushpa,2009,Action,Kabir Khan,Irrfan Khan,58000000,153409646.2,4.9,4.3,11.15,161,Hindi,Production House 328,April,A
Pushpa,2022,Romance,Kabir Khan,Hrithik Roshan,55000000,79648258.88,7.8,3.2,77.94,112,Hindi,Production House 365,July,U
Gully Boy,1996,Thriller,Neeraj Pandey,Shah Rukh Khan,64000000,159326835.4,9.4,4.2,48.09,98,Hindi,Production House 442,September,U
Drishyam,1988,Thriller,Neeraj Pandey,Ajay Devgn,76000000,285651255.4,3.5,6.1,40.94,114,Hindi,Production House 416,December,A
Bajrangi Bhaijaan,2007,Adventure,Meghna Gulzar,Vijay,132000000,462525084.1,3.6,8.8,0.91,121,Hindi,Production House 431,October,U
Dangal,1986,Adventure,S. S. Rajamouli,Salman Khan,55000000,220547980.3,5.3,5.9,65.25,96,Telugu,Production House 249,April,U/A
KGF,2007,Action,Imtiaz Ali,Vijay,66000000,174527254,7.4,7.3,82.9,148,Tamil,Production House 75,June,A
3 Idiots,1996,Thriller,S. S. Rajamouli,Amitabh Bachchan,53000000,148323911.9,9.9,2.2,28.83,148,Telugu,Production House 422,June,U/A
PK,2019,Romance,Kabir Khan,Akshay Kumar,183000000,862040087.4,2.5,9.5,1.18,151,Hindi,Production House 146,May,U
3 Idiots,2023,Comedy,Anurag Kashyap,Aamir Khan,32000000,106890450.5,4.1,6.2,77.53,106,Hindi,Production House 496,November,A
Kantara,2023,Action,Sanjay Leela Bhansali,Irrfan Khan,168000000,649140716.8,4.3,8,63.57,124,Hindi,Production House 27,May,U
Pushpa,1984,Drama,Rajkumar Hirani,Nawazuddin Siddiqui,157000000,547981427.6,7.5,10,77.69,175,Hindi,Production House 102,September,U
Pushpa,1984,Action,Kabir Khan,Pankaj Tripathi,168000000,568206972.7,9,8.7,53.83,147,Hindi,Production House 293,December,U
KGF,1993,Action,Sanjay Leela Bhansali,Nawazuddin Siddiqui,81000000,373486113.5,2.7,5.5,46.09,118,Hindi,Production House 494,February,A
Dangal,1985,Comedy,S. S. Rajamouli,Nawazuddin Siddiqui,192000000,404003726.3,7.4,8.8,21.94,152,Telugu,Production House 42,June,U/A
Bajrangi Bhaijaan,1986,Horror,Vetrimaaran,Shah Rukh Khan,11000000,26670671.42,9.2,6.9,7.88,145,Hindi,Production House 36,September,U
Queen,1996,Adventure,Rohit Shetty,Ajay Devgn,69000000,152412500.2,2.1,7.6,47.14,152,Hindi,Production House 361,March,A
RRR,1988,Horror,Zoya Akhtar,Irrfan Khan,127000000,500810031.6,6.7,6.7,86.84,171,Hindi,Production House 162,April,U/A
Kantara,2010,Drama,Mani Ratnam,Aamir Khan,40000000,176315530.8,2.8,3.6,5.93,136,Tamil,Production House 399,June,U
ZNMD,2001,Adventure,Imtiaz Ali,Nawazuddin Siddiqui,77000000,162374581.7,5,4,98.91,163,Hindi,Production House 61,July,U/A
Chak De India,2024,Drama,Zoya Akhtar,Kartik Aaryan,34000000,38779101.55,2.1,6,94.7,104,Hindi,Production House 333,March,U/A
Sooryavanshi,1988,Drama,Rajkumar Hirani,Amitabh Bachchan,51000000,138897469.3,7.2,8.9,64.07,146,Hindi,Production House 411,August,U/A
Sholay,1995,Adventure,Neeraj Pandey,Ayushmann Khurrana,95000000,468300453.7,4.6,5.1,91.42,96,Hindi,Production House 147,September,U/A
Jawan,2015,Horror,Rajkumar Hirani,Aamir Khan,33000000,46746742.11,6.1,5.9,55.35,167,Hindi,Production House 100,February,A
DDLJ,2013,Sci-Fi,Anurag Kashyap,Vicky Kaushal,9000000,22806037.99,5.7,4.3,40.46,179,Hindi,Production House 77,November,A
KGF,2024,Comedy,Lokesh Kanagaraj,Rajkummar Rao,69000000,118765602.4,7.2,1.2,57.17,107,Hindi,Production House 391,July,A
DDLJ,1992,Thriller,Sanjay Leela Bhansali,Sushant Singh Rajput,119000000,553594542.2,9.1,6.8,87.66,171,Hindi,Production House 445,December,U/A
Jawan,1998,Drama,Kabir Khan,Ajay Devgn,67000000,199601568.2,3.5,6.1,95.75,95,Hindi,Production House 493,July,A
Kantara,1991,Adventure,Meghna Gulzar,Pankaj Tripathi,97000000,301121956.4,6.4,9.8,83.81,132,Hindi,Production House 1,March,U
KGF,2015,Thriller,S. S. Rajamouli,Kartik Aaryan,188000000,100989014.6,6.2,5.6,17.97,178,Telugu,Production House 489,February,U
Kahaani,1989,Romance,S. S. Rajamouli,Aamir Khan,21000000,72187686.89,3.8,5.8,59.17,146,Telugu,Production House 405,September,A
ZNMD,1995,Adventure,Shoojit Sircar,Vijay,131000000,246094752.4,5.5,3.5,44.48,130,Hindi,Production House 16,July,U/A
Kantara,2007,Comedy,Lokesh Kanagaraj,Vijay,55000000,154570545.1,1.4,1.9,48.13,165,Tamil,Production House 433,April,A
Chak De India,1998,Thriller,Kabir Khan,Irrfan Khan,117000000,338106977.1,4.8,7.4,42.82,140,Hindi,Production House 413,November,A
Article 15,2019,Horror,Lokesh Kanagaraj,Salman Khan,41000000,129765425.2,3.4,8.3,6.76,150,Tamil,Production House 216,December,U/A
Barfi,1985,Sci-Fi,Shoojit Sircar,Nawazuddin Siddiqui,92000000,386945307.7,8.8,8.8,84.59,108,Hindi,Production House 83,October,A
Jawan,1983,Horror,Lokesh Kanagaraj,Ayushmann Khurrana,120000000,221424704.8,4.2,4.6,97.84,110,Hindi,Production House 91,May,A
Kantara,2009,Drama,Meghna Gulzar,Aamir Khan,129000000,213201683.5,2.7,7.3,20.97,169,Hindi,Production House 240,July,U
KGF,2018,Sci-Fi,Vetrimaaran,Amitabh Bachchan,141000000,575440714,5.8,3.4,62.2,124,Hindi,Production House 175,September,U
Article 15,2010,Drama,Neeraj Pandey,Irrfan Khan,42000000,156837809.9,8.3,3.3,53.66,160,Hindi,Production House 129,May,A
Padmaavat,2006,Sci-Fi,Shoojit Sircar,Kartik Aaryan,57000000,86370231.56,4.2,10,89.65,143,Hindi,Production House 91,July,A
War,2024,Thriller,Neeraj Pandey,Prabhas,145000000,73045722.54,8.6,8.6,70.41,172,Telugu,Production House 142,January,U/A
KGF,2000,Horror,Karan Johar,Aamir Khan,94000000,328691062.4,3.9,3.3,74.97,115,Hindi,Production House 331,May,A
Chak De India,2016,Thriller,Anurag Kashyap,Nawazuddin Siddiqui,57000000,68816163.9,7.6,4.9,95.19,130,Hindi,Production House 256,November,A
DDLJ,1988,Romance,Lokesh Kanagaraj,Irrfan Khan,123000000,591197442,2,6.1,66.35,171,Hindi,Production House 87,August,U
Sholay,2014,Adventure,Kabir Khan,Ranveer Singh,123000000,396039431.4,1.6,1.1,45.36,101,Hindi,Production House 303,February,U
Dangal,2021,Comedy,Imtiaz Ali,Ajay Devgn,53000000,229141959.4,7.6,9.6,5.19,94,Hindi,Production House 188,August,A
Singham,2000,Horror,Sanjay Leela Bhansali,Amitabh Bachchan,126000000,519787400.8,4.3,2,90.64,115,Hindi,Production House 84,May,A
Dangal,1996,Action,Lokesh Kanagaraj,Allu Arjun,74000000,222746642.3,4.5,8.4,58.97,94,Tamil,Production House 117,August,U
Sooryavanshi,2003,Horror,Sanjay Leela Bhansali,Nawazuddin Siddiqui,167000000,412920561.3,6.2,9.8,68.23,127,Hindi,Production House 256,February,A
Tanu Weds Manu,2010,Romance,Lokesh Kanagaraj,Vijay,20000000,54711856.73,9.9,7.3,50.53,171,Tamil,Production House 26,August,U
Padmaavat,1985,Horror,Imtiaz Ali,Prabhas,17000000,69928638.64,2.5,9.7,39.36,95,Telugu,Production House 274,May,A
Jawan,2014,Romance,Rajkumar Hirani,Ayushmann Khurrana,125000000,422753521.9,3.7,1.2,50.39,90,Hindi,Production House 164,April,U
Gully Boy,2016,Horror,Vetrimaaran,Hrithik Roshan,143000000,203879006,6.8,4.2,4.85,164,Hindi,Production House 222,September,U
Singham,1992,Romance,Rajkumar Hirani,Kartik Aaryan,91000000,295030921.5,7.3,5.3,79.79,169,Hindi,Production House 437,December,A
Bajrangi Bhaijaan,2004,Sci-Fi,Zoya Akhtar,Prabhas,134000000,311013947.1,7.4,8,15.8,179,Hindi,Production House 196,March,A
